"site","session","date","species","abundance","biomass"
"TU2",5,"13/01/2012","Poecilia reticulata",91,6.37
"TU2",5,"13/01/2012","Rhamdia quelen",1,34.2
"TU2",6,"16/05/2012","Astyanax bimaculatus",6,80.8
"TU2",6,"16/05/2012","Hemibrycon taeniurus",15,42.3
"TU2",6,"16/05/2012","Poecilia reticulata",83,9.13
"TU2",6,"16/05/2012","Rhamdia quelen",2,213.5
"TU2",7,"09/07/2012","Astyanax bimaculatus",7,171.3
"TU2",7,"09/07/2012","Hemibrycon taeniurus",14,49.5
"TU2",7,"09/07/2012","Poecilia reticulata",112,7.84
"TU2",7,"09/07/2012","Rhamdia quelen",1,115.6
"TU2",8,"08/11/2012","Astyanax bimaculatus",5,103
"TU2",8,"08/11/2012","Hemibrycon taeniurus",8,29.5
"TU2",8,"08/11/2012","Hoplias malabaricus",1,130
"TU2",8,"08/11/2012","Poecilia reticulata",172,10.32
"TU2",8,"08/11/2012","Anablepsoides hartii",1,1
"TU2",9,"24/01/2013","Hemibrycon taeniurus",4,15.5
"TU2",9,"24/01/2013","Poecilia reticulata",124,14.88
"TU2",10,"08/05/2013","Awaous banana",1,32
"TU2",10,"08/05/2013","Hemibrycon taeniurus",10,57.5
"TU2",10,"08/05/2013","Poecilia reticulata",134,16.08
"TU2",10,"08/05/2013","Anablepsoides hartii",2,2.2
"TU2",11,"22/07/2013","Astyanax bimaculatus",11,213
"TU2",11,"22/07/2013","Hemibrycon taeniurus",39,192.5
"TU2",11,"22/07/2013","Poecilia reticulata",127,11.43
"TU2",11,"22/07/2013","Rhamdia quelen",1,50
"TU2",12,"12/11/2013","Astyanax bimaculatus",18,178
"TU2",12,"12/11/2013","Hemibrycon taeniurus",30,80
"TU2",12,"12/11/2013","Poecilia reticulata",119,5.95
"TU2",13,"22/01/2014","Astyanax bimaculatus",13,138
"TU2",13,"22/01/2014","Hemibrycon taeniurus",39,131.5
"TU2",13,"22/01/2014","Hypostomus robinii",1,107
"TU2",13,"22/01/2014","Poecilia reticulata",126,6.3
"TU2",14,"30/04/2014","Astyanax bimaculatus",15,130
"TU2",14,"30/04/2014","Hemibrycon taeniurus",44,210
"TU2",14,"30/04/2014","Poecilia reticulata",364,40.04
"TU2",14,"30/04/2014","Rhamdia quelen",2,59
"TU2",14,"30/04/2014","Anablepsoides hartii",15,6.4
"TU2",15,"06/08/2014","Astyanax bimaculatus",8,142
"TU2",15,"06/08/2014","Hemibrycon taeniurus",7,30
"TU2",15,"06/08/2014","Poecilia reticulata",187,14.96
"TU2",15,"06/08/2014","Rhamdia quelen",3,130
"TU2",15,"06/08/2014","Anablepsoides hartii",3,0.8
"TU2",16,"05/12/2014","Astyanax bimaculatus",6,78
"TU2",16,"05/12/2014","Hemibrycon taeniurus",2,8
"TU2",16,"05/12/2014","Poecilia reticulata",7,1.33
"TU2",17,"11/02/2015","Astyanax bimaculatus",24,347
"TU2",17,"11/02/2015","Hemibrycon taeniurus",8,58
"TU2",17,"11/02/2015","Poecilia reticulata",80,4
"TU2",18,"11/05/2015","Astyanax bimaculatus",7,196
"TU2",18,"11/05/2015","Hemibrycon taeniurus",14,107.5
"TU2",18,"11/05/2015","Poecilia reticulata",197,17.73
"TU2",18,"11/05/2015","Anablepsoides hartii",1,0.5
"TU2",19,"22/07/2015","Astyanax bimaculatus",1,25
"TU2",19,"22/07/2015","Poecilia reticulata",209,29.26
"TU2",19,"22/07/2015","Rhamdia quelen",1,20
"UA1",1,"18/01/2011","Ancistrus maracasae",13,92.8
"UA1",1,"18/01/2011","Hypostomus robinii",1,31
"UA1",1,"18/01/2011","Poecilia reticulata",76,13.68
"UA1",1,"18/01/2011","Anablepsoides hartii",149,195.3
"UA1",2,"06/05/2011","Ancistrus maracasae",37,356.8
"UA1",2,"06/05/2011","Hypostomus robinii",11,538.6
"UA1",2,"06/05/2011","Poecilia reticulata",375,52.5
"UA1",2,"06/05/2011","Anablepsoides hartii",132,256.2
"UA1",3,"09/08/2011","Ancistrus maracasae",46,501.1
"UA1",3,"09/08/2011","Hypostomus robinii",4,137.4
"UA1",3,"09/08/2011","Poecilia reticulata",384,53.76
"UA1",3,"09/08/2011","Anablepsoides hartii",111,334.1
"UA1",4,"15/11/2011","Ancistrus maracasae",32,498.7
"UA1",4,"15/11/2011","Hypostomus robinii",10,154.6
"UA1",4,"15/11/2011","Poecilia reticulata",16,2.56
"UA1",4,"15/11/2011","Anablepsoides hartii",73,237.8
"UA1",5,"20/01/2012","Ancistrus maracasae",58,514.7
"UA1",5,"20/01/2012","Hypostomus robinii",6,16.3
"UA1",5,"20/01/2012","Poecilia reticulata",99,12.87
"UA1",5,"20/01/2012","Anablepsoides hartii",58,129.9
"UA1",6,"14/05/2012","Ancistrus maracasae",53,485.8
"UA1",6,"14/05/2012","Hypostomus robinii",16,155.2
"UA1",6,"14/05/2012","Poecilia reticulata",201,28.14
"UA1",6,"14/05/2012","Anablepsoides hartii",122,208.1
"UA1",7,"12/07/2012","Ancistrus maracasae",32,249
"UA1",7,"12/07/2012","Hypostomus robinii",17,206
"UA1",7,"12/07/2012","Poecilia reticulata",91,13.65
"UA1",7,"12/07/2012","Anablepsoides hartii",52,118.2
"UA1",8,"29/10/2012","Ancistrus maracasae",35,248.3
"UA1",8,"29/10/2012","Hypostomus robinii",19,351.8
"UA1",8,"29/10/2012","Poecilia reticulata",180,18.8
"UA1",8,"29/10/2012","Anablepsoides hartii",109,241
"UA1",8,"29/10/2012","Synbranchus marmoratus",1,70
"UA1",9,"31/01/2013","Ancistrus maracasae",38,328.5
"UA1",9,"31/01/2013","Hypostomus robinii",13,148.5
"UA1",9,"31/01/2013","Poecilia reticulata",211,25.32
"UA1",9,"31/01/2013","Anablepsoides hartii",73,167.1
"UA1",10,"10/05/2013","Ancistrus maracasae",47,403.5
"UA1",10,"10/05/2013","Hypostomus robinii",17,310
"UA1",10,"10/05/2013","Poecilia reticulata",287,25.83
"UA1",10,"10/05/2013","Anablepsoides hartii",125,267.2
"UA1",11,"23/07/2013","Ancistrus maracasae",39,340.5
"UA1",11,"23/07/2013","Hypostomus robinii",36,237.7
"UA1",11,"23/07/2013","Poecilia reticulata",182,27.3
"UA1",11,"23/07/2013","Anablepsoides hartii",109,203.1
"UA1",12,"07/11/2013","Ancistrus maracasae",68,603.5
"UA1",12,"07/11/2013","Hypostomus robinii",41,343.5
"UA1",12,"07/11/2013","Poecilia reticulata",186,18.6
"UA1",12,"07/11/2013","Anablepsoides hartii",53,102.4
"UA1",13,"16/01/2014","Ancistrus maracasae",33,261.4
"UA1",13,"16/01/2014","Hypostomus robinii",32,266.4
"UA1",13,"16/01/2014","Poecilia reticulata",103,11.33
"UA1",13,"16/01/2014","Anablepsoides hartii",58,109.3
"UA1",14,"22/04/2014","Ancistrus maracasae",41,416.2
"UA1",14,"22/04/2014","Hypostomus robinii",11,133
"UA1",14,"22/04/2014","Poecilia reticulata",331,26.48
"UA1",14,"22/04/2014","Anablepsoides hartii",80,102.9
"UA1",15,"08/08/2014","Ancistrus maracasae",53,385.9
"UA1",15,"08/08/2014","Hypostomus robinii",13,177.5
"UA1",15,"08/08/2014","Poecilia reticulata",273,38.22
"UA1",15,"08/08/2014","Anablepsoides hartii",151,186
"UA1",16,"11/11/2014","Ancistrus maracasae",43,373.5
"UA1",16,"11/11/2014","Hypostomus robinii",26,761.5
"UA1",16,"11/11/2014","Poecilia reticulata",34,6.12
"UA1",16,"11/11/2014","Anablepsoides hartii",99,212.6
"UA1",17,"23/01/2015","Ancistrus maracasae",106,918.1
"UA1",17,"23/01/2015","Hypostomus robinii",19,208.6
"UA1",17,"23/01/2015","Poecilia reticulata",232,30.16
"UA1",17,"23/01/2015","Anablepsoides hartii",107,159.2
"UA1",18,"21/05/2015","Ancistrus maracasae",61,427.5
"UA1",18,"21/05/2015","Hypostomus robinii",2,31
"UA1",18,"21/05/2015","Poecilia reticulata",404,48.48
"UA1",18,"21/05/2015","Anablepsoides hartii",110,166
"UA1",18,"21/05/2015","Synbranchus marmoratus",1,5
"UA1",19,"29/07/2015","Ancistrus maracasae",85,699.5
"UA1",19,"29/07/2015","Hypostomus robinii",37,315
"UA1",19,"29/07/2015","Poecilia reticulata",337,40.44
"UA1",19,"29/07/2015","Anablepsoides hartii",130,202.6
"UA1",19,"29/07/2015","Synbranchus marmoratus",1,10
"UA2",1,"18/01/2011","Poecilia reticulata",166,26.56
"UA2",1,"18/01/2011","Anablepsoides hartii",77,104.7
"UA2",2,"04/05/2011","Hypostomus robinii",7,170.6
"UA2",2,"04/05/2011","Poecilia reticulata",473,56.76
"UA2",2,"04/05/2011","Anablepsoides hartii",105,176.6
"UA2",3,"09/08/2011","Hypostomus robinii",19,288.2
"UA2",3,"09/08/2011","Poecilia reticulata",142,11.36
"UA2",3,"09/08/2011","Anablepsoides hartii",47,167.9
"UA2",4,"15/11/2011","Hypostomus robinii",13,102.2
"UA2",4,"15/11/2011","Poecilia reticulata",75,9.75
"UA2",4,"15/11/2011","Anablepsoides hartii",19,65.2
"UA2",5,"20/01/2012","Hypostomus robinii",25,73.4
"UA2",5,"20/01/2012","Poecilia reticulata",234,25.74
"UA2",5,"20/01/2012","Anablepsoides hartii",67,111.2
"UA2",6,"14/05/2012","Hypostomus robinii",31,105
"UA2",6,"14/05/2012","Poecilia reticulata",100,14
"UA2",6,"14/05/2012","Anablepsoides hartii",63,216.2
"UA2",6,"14/05/2012","Synbranchus marmoratus",1,89.1
"UA2",7,"12/07/2012","Hypostomus robinii",8,95
"UA2",7,"12/07/2012","Poecilia reticulata",20,1.6
"UA2",7,"12/07/2012","Anablepsoides hartii",20,60
"UA2",7,"12/07/2012","Synbranchus marmoratus",1,17.3
"UA2",8,"29/10/2012","Hypostomus robinii",52,173.1
"UA2",8,"29/10/2012","Poecilia reticulata",40,4.4
"UA2",8,"29/10/2012","Anablepsoides hartii",94,118.7
"UA2",9,"31/01/2013","Hypostomus robinii",20,90.5
"UA2",9,"31/01/2013","Poecilia reticulata",23,1.84
"UA2",9,"31/01/2013","Anablepsoides hartii",52,65.2
"UA2",10,"10/05/2013","Hypostomus robinii",23,91.4
"UA2",10,"10/05/2013","Poecilia reticulata",29,3.48
"UA2",10,"10/05/2013","Anablepsoides hartii",114,117
"UA2",10,"10/05/2013","Synbranchus marmoratus",1,6.3
"UA2",11,"23/07/2013","Hypostomus robinii",23,110.4
"UA2",11,"23/07/2013","Poecilia reticulata",66,9.24
"UA2",11,"23/07/2013","Anablepsoides hartii",45,27.9
"UA2",12,"07/11/2013","Hypostomus robinii",18,44.5
"UA2",12,"07/11/2013","Poecilia reticulata",53,5.3
"UA2",12,"07/11/2013","Anablepsoides hartii",29,36.2
"UA2",13,"16/01/2014","Hypostomus robinii",8,94
"UA2",13,"16/01/2014","Poecilia reticulata",74,8.88
"UA2",13,"16/01/2014","Anablepsoides hartii",42,61
"UA2",14,"22/04/2014","Hypostomus robinii",10,34
"UA2",14,"22/04/2014","Poecilia reticulata",132,13.2
"UA2",14,"22/04/2014","Anablepsoides hartii",89,87
"UA2",15,"08/08/2014","Hypostomus robinii",7,35.6
"UA2",15,"08/08/2014","Poecilia reticulata",128,12.8
"UA2",15,"08/08/2014","Anablepsoides hartii",39,54.3
"UA2",16,"11/11/2014","Hypostomus robinii",16,153
"UA2",16,"11/11/2014","Poecilia reticulata",63,10.08
"UA2",16,"11/11/2014","Anablepsoides hartii",19,51.2
"UA2",17,"23/01/2015","Hypostomus robinii",23,148.6
"UA2",17,"23/01/2015","Poecilia reticulata",113,12.43
"UA2",17,"23/01/2015","Anablepsoides hartii",76,88.5
"UA2",17,"23/01/2015","Synbranchus marmoratus",1,70
"UA2",18,"21/05/2015","Ancistrus maracasae",1,4
"UA2",18,"21/05/2015","Hypostomus robinii",25,112.5
"UA2",18,"21/05/2015","Poecilia reticulata",95,11.4
"UA2",18,"21/05/2015","Anablepsoides hartii",114,88.8
"UA2",18,"21/05/2015","Synbranchus marmoratus",1,156
"UA2",19,"29/07/2015","Hypostomus robinii",7,30.6
"UA2",19,"29/07/2015","Poecilia reticulata",74,8.14
"UA2",19,"29/07/2015","Anablepsoides hartii",27,85.9
"UA2",19,"29/07/2015","Synbranchus marmoratus",1,6
